video_id,author,body,likeCount,publishedAt
P-CS6RVU7ic,@saradanada859,benar banget kk,0,2025-06-06T05:16:17Z
P-CS6RVU7ic,@adisyaalonia9450,gue udah buat jadwal + spesifik jam nya tapi masih gak disiplin 😢,0,2025-05-22T16:53:06Z
P-CS6RVU7ic,@HildanOfficialv,"Semoga yang sering main game siang malam tak henti henti, dengan tamparan video ini bisa berubah 🤲🏻",0,2025-05-21T00:40:06Z
P-CS6RVU7ic,@Syafik_Nh,terlalu banyak kata kata Lo,0,2025-05-07T13:30:39Z
P-CS6RVU7ic,@AyoHijrah-s7s,"Cara mengatur waktu. 
Sekarang aja idh kwalahan kayka gini apalgi nanti. Belajar tentang sluk beluk time menejmen menghasilkan hasil yang luar biasa time menejmen. Akan ad 4 langkah time menejmen. Bener bener buat lu yang sebelum ny gagal. Lu harus mencatat lu itu ngapain aja. Bentukanny kayak kalender lu itu ngapaain aja. Lu lakuin itu perjam setidak ny tahu dari bangun tidur tidur lagi. Gunany ada 2 lu perlu estimasiin waktu. Biar lebih tepat dan efisien. Liat waktu kapan lu efisien dan produktif. Lo sadar ada satu hal yang gw  bawa bayak masalah yang hidup lu karena otak lu seenak jidat nya mengambil keputusan. Pas udh kayak hitu otak lu peka terhadap hal yang negatif. Otak tahu bahwa info tidak tepat tapi tetep aaj di jadiin peper ya gagal. Otak kita jelek dalam.hal ini lo bisa ngelerin tugas malem ini tapi ndk. Time lock. Pakai web cloctivay. Pake stowach yang paling penting pemcatatan lu lihat betapa kaum rebahanny dir lu seteleh mencatat lu jafwalin hari lu jadwalin bukan di lis doang ku harus tahu lu harung gunain apa dll",0,2025-05-03T08:52:54Z
P-CS6RVU7ic,@KosimSim-uy8zd,Izin ka,0,2025-04-30T14:34:20Z
P-CS6RVU7ic,@RizaZikri-d6o,"TIME MANAGEMENT ( MEMANAJEMEN WAKTU ) 

Memanajemen waktu adalah membagi dan mengatur waktu supaya hidup lebih produktif. 

Ada empat langkah memanajemen waktu: 

1. Time Log ( pencatatan waktu ) 
Mencatat kegiatan yang dilakukan selama satu minggu atau setiap hari, bahkan setiap satu jam. 
Manfaatnya adalah mengetahui estimasi waktu untuk hal yang dilakukan setiap hari dan menyadari bagaimana waktu yang baik buat istirahat dan buat beraktivitas. 

2. Plan the whole week ( rencanakan setiap minggu ) 
Tidak cukup ngelist kegiatan yang akan dilakukan, tapi harus dijadwalkan, karena itu pengingat, bukan sesuatu yang akan membuat kita menjadi efisien. 

3. Ritual pagi
Ritual pagi adalah aktivitas yang sering kita lakukan di setiap pagi, seperti olahraga, meditasi, dll. Hal ini tidak begitu penting, tetapi membawa dampak yang sangat besar bagi masa depan. Harus dilakukan tanpa ditunda-tunda, karena, jiga ditunda akan membuat kegiatan tersebut tidak dapat terlaksana. Cara ritual pagi:
• Bangun pada jam yang sama
• Aktivitas yang sama
• Alur yang sama

4. Have some fun ( waktu senggang ) 
Have some fun dilakukan dengan cara:
• Butuh 3-5 event yang menyenangkan
• Jangan tidak melakukan sesuatu. 
• Jadwalin sesuatu di minggu malam",0,2025-04-29T14:04:40Z
P-CS6RVU7ic,@fruitandfriends8559,Ketika burn out lu butuh banyak effort buat bangun lagi,0,2025-04-16T17:26:09Z
P-CS6RVU7ic,@fruitandfriends8559,Susah banget manakamen waktu belakangan ini. abis patah hati bisnis menurun. buat kerja demgan kepalanprnuh itu terasa dua kali lebih berat,0,2025-04-16T17:17:59Z
P-CS6RVU7ic,@nurulizza6388,Lu pgn produktif tp tubuh lu mageran 💔,0,2025-03-14T07:59:22Z
P-CS6RVU7ic,@ahmadHabibi-h1w,❤,0,2025-03-04T11:34:55Z
P-CS6RVU7ic,@injeolmi_11,"umur gua sekarang 13 tahun, gua ngerasa harus mulai ubah alur hidup gua yg gini gini aja (pengen hidup lebih produktif) , dimulai dari time menegement kyk gini, jadi ini video bener bener ngebantu gua, btw thanks bang ❤",0,2025-01-19T17:40:46Z
P-CS6RVU7ic,@nuramalia6074,Ah terimakasih,0,2025-01-18T12:51:47Z
P-CS6RVU7ic,@nalalionking99,Dari 15 negara? Itu satu persen punya Indonesia tapi client nya dari luar negeri juga?,0,2024-12-28T22:42:23Z
P-CS6RVU7ic,@gorabengochannel5982,"Ingin kembali ke kampung memanfaatkan lahan orng tua yg cukup luas ,dgn 1% semoga jadi 100%semangatnya buat jadi petani",0,2024-12-24T12:46:45Z
P-CS6RVU7ic,@uqikiana2338,"1. Time Log
- Catat hal yang anda dilakukan selama seminggu. Agar tau seberapa lama waktu yang diperlukan dalam melakukan sesuatu dan mengetahui seberapa jauh time manajemen anda (clokify).
- Catat kapan saja anda kemungkinan akan sulit untuk produktif.

2. Plan the Whole week.
- Buka kalender, dan jadwalkan hal hal yang akan dilakukan selama seminggu.
""what are you good at and what makes you happy""
; habiskan waktu pada kemampuan utama anda
- Jadwalkan juga waktu untuk bermain/rileks/enjoy/ hal yang membuat senang.

3. Ritual Pagi
Hal hal yang harus lu lakukan tiap pagi, tapi ga urgent. Kalau dilakukan dalam jangka panjang akan memengaruhi anda.
ex : bangun dijam yang sama, sholat, mengaji, makan dll.

4. Have Some Fun time ( Waktu Senggang )
Masukkan hal yang anda suka di jadwal.
- 3 hingga 5 event menyenangkan menurut anda 
- Jangan tidak melakukan apa apa
- Jadwalkan sesuatu di Minggu malam.",0,2024-12-17T15:15:33Z
P-CS6RVU7ic,@RengasDengklok-l7m,"Gimana bang klo hp alarm suka mati sendiri
Apa harus dibuang aja hpnya ya ?",0,2024-12-09T23:37:31Z
P-CS6RVU7ic,@NinggenDesu,"Mas bagaimana jika daftar kegiatan yang sudah kita susun itu ad yg tb"" Jadwal dadakan yang mana itu bisa mengacaukan liat jadwal kita sebelumnya",0,2024-11-19T04:57:19Z
P-CS6RVU7ic,@Ren46,"thanks, waktu kurasa paling dikit. tapi nonton ini jadi lumayan. Aku gatau gimana harus nyusun waktu. Soalnya pagi harus ngurus adek kesekolahan. ngurus adik yang masih 1 tahun, mandiin, bikinin makan. terus beberes dan limitnya sampe jam 9. untuk sekolah. jam 12 nyampe kesekolah, sekolah sampe jam 5 pulang jam 6, kerna rumah jauh. Balik, ngurus adek lagi. terus buat PR. hadeh, ga sempet ngurus diri sendiri wkwk🤣",0,2024-11-02T14:31:38Z
P-CS6RVU7ic,@rahmansakka3782,"Ini sih sama yg saya alami,solusinya gimna ya?",0,2024-11-02T13:42:22Z
P-CS6RVU7ic,@Beluters,Sekarang umur gue 20 THN gue masih semangat✊🏻,0,2024-10-20T14:52:28Z
P-CS6RVU7ic,@Khusus-t3s,"lo omong apa ini

ngelantur ngk jelas",0,2024-10-13T09:40:46Z
P-CS6RVU7ic,@yrmk8928,"Benar kak, susah banget manage waktu kita buat belajar etc. Cuz tiktok sih akunya malah urus scroll tiap waktu.wkwkwkw",0,2024-10-13T00:14:30Z
P-CS6RVU7ic,@Kabatama.,bro idup seperti npc,0,2024-10-02T14:59:39Z
P-CS6RVU7ic,@mariamasela5353,"Trmkasih kak, membantu sekali.",0,2024-09-30T08:35:11Z
P-CS6RVU7ic,@RislaaRxxh,"3 langkah time management:

1. Time log 
- Catat kegiatan seminggu (kenal rutinitas). Gunanya: 
• tau estimasi waktu untuk hal yang dilakukan setiap hari
• sadar bagaimana time management yang lo miliki, kapam produktif, kapan engga, kapan bisa istirahat.

2. Plan the whole week
- jadwal kegiatan buat seminggu kemudian (to do-list ga cukup). Gunanya: efisien
- banyakin waktu di kegiatan yang paling dibutuhkan + disukai. Gunanya: quality time lebih berasa (antisipasi)

3. Ritual pagi
- Hal yang sekiranya bakal bawa dampak positif yang gede di kemudian hari. 
How it's going:
- Aktivitas yang sama
- Jam yang sama
- Alur yang sama

Other: 
• Jadwalkan fun time (isi dengan love language)
• Jangan gak lakuin apa-apa 
• Jadwalin semua itu di malam hari (malam minggu)
• Hari yang produktif dimulai dari pagi yang baik",5,2024-08-26T13:30:16Z
P-CS6RVU7ic,@andrepangkeyharis777,100.,0,2024-08-20T00:27:46Z
P-CS6RVU7ic,@BronGass,Waktu adalah emas,1,2024-08-13T03:00:50Z
P-CS6RVU7ic,@yurinasasaki9407,"kenapa gw baru nemu akun ini ToT sejauh ini, di sini penjelasan yang paling mudah di pahami di tambah ambil riset dari beberapa buku. makasih kak penjelasannya <3 ilmunya dh dapat tingal gimana praktiknya hehehe",0,2024-07-28T23:21:04Z
P-CS6RVU7ic,@lenitarahmawati1681,"klo misal udah minggu malam udah di jadwalin, trs ternyata besoknya ada acara dadakan gimana yaa? 
soalnya klo ikut organisasi sering ada acara atau rapat dadakan gitu",0,2024-07-01T13:33:35Z
P-CS6RVU7ic,@Serenity1246,"Thank you min ini yg gue butuhin ,gue paling susah ngatur waktu sampai semuanya berantakan.Mulai sekarang gue pingin ngelakuin ini",0,2024-06-16T03:18:12Z
P-CS6RVU7ic,@MAESARANURHAFIFAHBAKRI,"bermanfaat sekali,makasi atas ilmu ya🥰",0,2024-06-12T02:17:07Z
P-CS6RVU7ic,@chedhefhaghe,"salfok sama yg koment di umur 14, umur 14 aku lagi ngapain ya, lagi suka belajar fisika, mantengin n ngupdate, temen2 pinter n ganteng, terus ngobrolin hal yg gak penting, terus ke koperasi sekolah cari asinan buah, jarang ke kantin sih, sampek lupa, kantinku jaman smp kayak apa ya. Aku sekarang, sebenernya gumoh sama drakor, tapi tetep aja klo nyantai bukannya olah raga, tapi mantengin drakor yang sebenernya aku ndak suka ceritanya, bingung bagi waktu, weekend molor melulu, takut kehabisan me time, haa ..",0,2024-05-28T07:15:15Z
P-CS6RVU7ic,@QodriHas,Dimana dapat stok vidio nya bro?,0,2024-05-24T16:45:11Z
P-CS6RVU7ic,@olamarcelin4399,"""otaklu emang blangsak"" gua auto ngakak bang hahaha berasa kaya lagi diomelin gua sama lu hahaha",0,2024-05-20T14:35:43Z
P-CS6RVU7ic,@embunpagi317,"Umurku 13 tahun,dan aku sekolah sambil mondok..masih bingung membagi waktunya..mudah mudahan video ini bisa membuat waktuku terpakai dengan baik",1,2024-05-19T01:37:38Z
P-CS6RVU7ic,@Mif.Ver09,"Manajemen Time yang Efektif.

-Time Log : penjadwalan terarah (notulensi) pencatatan jadwal. 
Terlalu ribet : Saran, bisa memakai aplikasi untuk penjadwalan. (Cockify)

Plan the hole week : Penjadwalan pasti (konsisten adalah kunci) bukan to do list (bukan sebuah jadwal yang dikerjakan hari ini) tapi habbit.
Lakukan apa yang kamu sukai secara produktif dan profesional. Stop screen time saat kamu mulai mengerjakan apa yang kamu sukai. 

Ritual pagi : (hal spesifik yang kamu lakukan setiap pagi, lakukan aktifitas yang penting : build your body not your lazy

Have some fun () bukan tentang sistem namun tentang habbit, 
Reward your self, have some fun berbeda dengan screen time. (Penjadwalan terarah dari reward hanya 3-5 event) tidak maniac saat bersenang-senang 
Hal ini seperti ""what is behind the cake"" 
Pribahasa ini diibaratkan apabila kamu memotong kue secara simetris sedikit demi sedikit maka kamu tidak akan bosan untuk mencicipi apa yang akan kamu potong lagi berbeda jika anda memotong kue terlalu besar biasanya  anda akan cepat bosan dengan rasa kuenya.",0,2024-05-08T05:34:53Z
P-CS6RVU7ic,@hasmageducation-il9xk,tipsnya berguna banget ini. nanti bisa di coba,0,2024-05-06T03:26:39Z
P-CS6RVU7ic,@andriardi-fp5gq,"gila ini admin akun youtube,
semurah ini mendapatkan ilmu, dan pengetahuan semua vidionya sangat bermanfaat dan merubah hidup gue,
penjelasannya sangat rilate dengan kehidupan dan mudah di pahami",1,2024-04-27T01:34:39Z
P-CS6RVU7ic,@Randi-l9i,Minggu malam paling bahagia mnurutq,0,2024-04-21T09:34:28Z
P-CS6RVU7ic,@fantasirider1080,"koq bisa 2 jt views ya
sama episode ""hidup biasa aja"" tembus 2 jt... malah 2,4 juta.. sama2 sdh dua tahun 
selebihnya video2 lain rata 100 rb - 300rb.. bnyk yg hny puluhan ribu tapi dua video ini bisa dua juta...",0,2024-04-12T11:29:36Z
P-CS6RVU7ic,@malvinwaldemarddamanik821,Having some funnya itu di add di setiap hari atau cuma beberapa kali dalam seminggu?,0,2024-03-25T16:15:05Z
P-CS6RVU7ic,@indrawanju,Ada yg mengatakan time manegement itu bullshit!🤔,0,2024-03-24T15:29:43Z
P-CS6RVU7ic,@gorabengochannel5982,Dan sisakan waktu untuk nonton yt yg brmanfaat 1%,0,2024-03-22T14:52:15Z
P-CS6RVU7ic,@jibrinalfan7503,5:25 apaan tu min,0,2024-03-02T13:51:09Z
P-CS6RVU7ic,@marthachristina6537,gimana ya caranya time management kalo kerjaan utamanya shift yg ga menentu jadwalnya ?,1,2024-02-17T04:38:55Z
P-CS6RVU7ic,@Vinadd2,Sering bgt telat smpe malu sendiri😭,0,2024-02-10T05:21:08Z
P-CS6RVU7ic,@putriandrianiyusni5088,"Rangkuman : 
1. Metode kanban jepang agar produktif

- papan kanban : 
Bagi 3 kolom
1. To-Do (planning)
2. Doing (dikerjakan)
3. Done (selesai)

2. Time log mencatat seminggu itu ngapain aja ngetrack per jam setiap aktivitas yg dilakukan, untuk bahan evaluasi: 
- kapan produktif
- kapan waktu tidak produktif 
- kapan waktu istirahat

3. Rencana penjadwalan harian semua kegiatan selama seminggu

4. Jadwalkan aktivitas yang kamu sukai

5. Ritual pagi : 
hal-hal spesifik khusus yg selalu dilakukan setiap pagi

- punya alur yg sama
- aktivitas yg sama
- bangun di jam yang sama

6. Jadwalkan waktu main


Buat jadwal aktivitas di Minggu Malam

Hari yang baik dimulai dari pagi yang baik",113,2024-01-31T03:49:40Z
P-CS6RVU7ic,@SolusiKomputer1,Hythjjjhbj,0,2024-01-18T05:26:10Z
P-CS6RVU7ic,@Sahabat_taqwa,Bag ijin minta videonya untuk bahan kajian🙏,0,2023-12-20T12:19:06Z
P-CS6RVU7ic,@SakyuRean,Gimana kalo ngatur untuk solusi (sad night sunday?) kerja 14/7?,1,2023-10-29T10:05:15Z
P-CS6RVU7ic,@anfchannel15,main game 10 jam belajar 20 menit,2,2023-10-25T11:22:36Z
P-CS6RVU7ic,@DanzaKuduro-m5r,"Aktivitas saya selama sehari
Jam 5 bangun tidur tidur lagi
Jam 8:22 bangun tidur main hp 
Jam 8:40 makan sambil main hp
Jam 9:00 berangkat pkl,eh rupanya gk ada kerjaan yaudah pulang kerumah jam 2 sambil main hp -jam 17:30",1,2023-10-11T12:32:06Z
P-CS6RVU7ic,@luluramdany8328,"4 langkah (Bismillah lbh baik)

- Time lock :  CATAT ngapain aja dlm seminggu, bentuknya ky kalender tapi dalam bentuk jam. Jam 1 ngapain, jam 3 ngapain? Setidaknya utk tahu kamu ngapain aja. (agar tau waktu kapan plg efisien dan plg ga produktif). U shouldn't trust your brain too much (kalo decision cuma disimpen otak aja). Bisa pake web clockfy. CATAT

2. Plan the whole week. Jadwalin selama 1 minggu. BUKAN CUMA DILIST. To-do-list tidak cukup, karena itu hanya pengingat, bukan utk membuat waktu lebih efisien. Agar sesuai target jadwalkan sekalian jam2nya. Buat sesuai 'what u good at and what u happy', habiskan waktu sebanyaknya di bidang yg memang kemampuanmu, yg lain bisa delegasikan ke orang. Lalu, janlup jadwalkan apa yang lo seneng, efek antisipasi, fokus aja main ketika lg main, biar bisa relaks. Jika burnout nnti malah bikin tekanan lebih.

3. Ritual pagi. Pagi hari bisa jadi bener2 punya lo. Masukkan hal2 spesifik yg bisa kamu lakuin di pagi hari. Hal2 yg in long term bisa utk bermanfaat meski ga urgent. Tapi.. kalo hal itu tertunda, bisa jadi nanti ga akan dilakukan lagi. 

4. Waktu senggang. Have some fun. Jadwalkan waktu main. Jangan dibuat spontan mainnya. Harus dimasukkan kontennya. 
- sbg efek antisipasi
- kesenangan bisa bikin lbh motivated

168 jam dlm 1 minggu. Gimana caranya ada fun time management
- butuh 3-5 event yg menyenangkan utkmu. Suka nonton? Ngadem di masjid? Hunting makanan? (Buat wish)
- jangan ga melakukan apa2, hal itu tdk akan membuatmu tdk untung apapun
- jadwalkan di minggu malam ya karena besoknya Senin :))",1,2023-10-06T19:21:40Z
P-CS6RVU7ic,@rifkaaka,udah liat banyak vid gini eh lanjut scroll lagi😢,0,2023-09-27T11:27:45Z
P-CS6RVU7ic,@lutfiyahayatijeva1209,Thank u so much kak🙏🏼,0,2023-09-17T07:40:33Z
P-CS6RVU7ic,@nurazizahfirdausa710,"1. Time log(catat ngapain aja dlm.seminggu) -> clockify
2. Buat jadwal selama seminggu, jadwalin jg apa yg bikin seneng
3. Ritual pagi -> hal spesifik yg biasa dilakukan every morning, penting dlm hidup tp gk urgent",5,2023-09-16T04:44:03Z
P-CS6RVU7ic,@DEDERIDWAN1,"oke nice bro. As you know, i fell my life, maindset, and people nearby me is not good enought than some years later, spesifictly when im at junior and senior high school. im really miss this moment, and i want you push my self go back at that time, do something impactfully for me not do nothing like that. i hope i can do that. Fist step is shalat on time in the mosqu. Assalamualaikum😇",0,2023-09-12T06:58:51Z
P-CS6RVU7ic,@SholihinHidayat-m2z,tidurnya mulai jam brapa.?.. dan bagaimana cara agar bisa tidur cepet.. soalnya sering Begadang.,0,2023-09-08T23:50:17Z
P-CS6RVU7ic,@AniAndriani-c3s,"Aku seorang irt yg punya anak co 15th. Dia skrg kls 9 di pesantren. Perlu mentoring dan konsul dgn psikolog utk anaku
Caranya gmna ya?",0,2023-09-06T04:44:11Z
P-CS6RVU7ic,@susanawarsandito4651,Tertarik bgt tp dana blm siap,0,2023-09-03T09:56:54Z
P-CS6RVU7ic,@RealitaWati-o7j,udh 2 bulanan merasa burn out bgt ... semoga video ini membantu membangkitkan hari2 saya yang telah hilang yaa..,0,2023-08-30T15:17:05Z
P-CS6RVU7ic,@riskawulandari2574,Makasih abang 🤗,0,2023-08-29T14:07:54Z
P-CS6RVU7ic,@aranaira8382,Inilah pentingnya nonton sampai akhir,0,2023-08-22T23:30:46Z
P-CS6RVU7ic,@MUHAMMADBADRI-313,MasyaaAllah bermanfaat,0,2023-08-19T07:38:06Z
P-CS6RVU7ic,@ujangsukmahidayat6373,Bang ijin ambil vidio buat presentasi sekolah...,1,2023-08-10T09:44:01Z
P-CS6RVU7ic,@pendakwahremaja6633,"jujur saya dalam kondisi sulit mengatur waktu.. sebagai karyawan pabrik, d kota besar.. yang d mana masuk kerja jam 7.. tetapi jam 6 kurang sudha otw karena macet.. dan pulang bisa sampai larut abis isya baru pulang.. balik balik udah capek banget.. yang dmana weekend lembur setiap 2 minggu sekali. di tambah lagi karyawan shift, ada shift pagi dan malam.. dan pergantian itu setiap seminggu sekali.. nah saat pergantian shift itu yg ancyr banget. pernah ku coba tidur cepat. dan bangun jam 3 atau set. 4 buat tahajud dll sampai ku isi olahraga.. tapi saat kerja ngantuk bangett. malah lebih terasa capek bangett.. kebalikannya klo shift malam lembur di awal abis isya udah otw balik balik jam 7 pagi.. ketika ku potong jam tidur ya efeknya kerja ngantuk.. tapi klo tidur terus berasa sampah banget hidup gua",0,2023-08-06T21:31:23Z
P-CS6RVU7ic,@aldiyansah200,aku udah 22 oy😢😢,0,2023-08-05T03:19:12Z
P-CS6RVU7ic,@asmaduwila,"Aku sering, mampir di youtube 1%. Sudah lama shiii... hanya sekedar buat motivasi. Alhamdulillah efek nya ngaruh bangeet... Terima kasih 1% sudah menjadi Teman pengingat buat aku ketika udah mulai keserigan mageran. Dan disaat saat itulah aku mencari 1% untuk menyembuhkan diriku yg lagi bermasalah time managent. Pokoknya thanks thanks thanks bangeeet 1%. Doaku buat 1% 
😊 Till Jannah😊",3,2023-07-26T06:17:14Z
P-CS6RVU7ic,@ineuneneng8234,Cara gabung gmn y KKK🙏🙏,0,2023-07-19T11:45:37Z
P-CS6RVU7ic,@hypaiton,Makasih ya ka... luar biasa... dan terbukti,0,2023-07-18T07:31:54Z
P-CS6RVU7ic,@fvckyoushite,ada yg kurang ngerti karna terlalu banyak bahasa inggris :(,0,2023-07-14T21:40:46Z
P-CS6RVU7ic,@duniamusic5980,"Gua pgn bgt nyoba eksperimen ini, tpi gua kerja masuk shift jdi kyak ngaturnya tuh menurut gua susah bang. Ada saran gak bang hrus gmna, makasih sebelumnya 🙏",0,2023-07-14T08:45:14Z
P-CS6RVU7ic,@exobjm5890,"Lo punya 168 jam setiap minggunya, buat gua ngga nyet",2,2023-07-13T17:28:32Z
P-CS6RVU7ic,@aryaridho3842,Aurt,0,2023-07-07T06:22:29Z
P-CS6RVU7ic,@rikafadilah703,"Bang menurut abang umur 19 thn baru mau belajar untk produktif ketinggalan ga sihh seharus ny udh pnya planing, tapi ini masih bingung mau apa dan apa yg di rencakan 😔😔",0,2023-06-29T11:03:55Z
P-CS6RVU7ic,@Kognitys,Aku akan belajar banyak bang aku ingin melakukan segala cara untuk diri ku yang lebih baik dan terima kasih atas edukasi yang di berikan jujur aku kurang seneng akan literasi tapi mks atas hal ini mungkin aku akan sedikit minat membaca mks udh pulihin semangat muda ku kembali bang 😊 aku masih SMP dan aku ngaku kalau aku itu semena mena akan hal ini jadi aku mau berusaha di usia muda gimana pun caranya untuk membuat ku lebih ideal lagi pola pikir nya kayak kamu bang 😊,1,2023-06-20T14:24:28Z
P-CS6RVU7ic,@rahmawati0550,"Gw pernah nerapin management time , tapi entah kenapa lama kelamaan gw bosen sm time management yg gw atur , kayak gw tu lama lama ga mau ngikutin aturan , saran bang",0,2023-06-12T10:42:50Z
P-CS6RVU7ic,@jhoyonitty3981,"Kalau bisa jangan pakai bahasa inggris bang krn tidak semua yang menonton chanel ini paham bahasa inggris bang. 
hanya saran",0,2023-06-09T10:21:42Z
P-CS6RVU7ic,@om_apud,Ternyata selama ini banyak buang-buang waktu percuma .. terimakasih videonya :),0,2023-05-19T13:08:29Z
P-CS6RVU7ic,@hellob1519,"terbukti ketika aku blm nulis jadwal, kegiatan produktifnya gaberjalan 😂  smg dengan terjadwalnya kegiatan ini, skripsiku bisa segera selesai",1,2023-05-18T14:41:54Z
P-CS6RVU7ic,@Rauf_Putowa1986,.,0,2023-05-11T00:09:25Z
P-CS6RVU7ic,@dwiarinizadri3735,Kalo ibu rumah tangga bisa jg gak yah bkin time management ini? Let me try then😅,0,2023-05-08T14:46:18Z
P-CS6RVU7ic,@dwiarinizadri3735,I'll try then,0,2023-05-05T07:16:44Z
P-CS6RVU7ic,@VinaaVin-bp3rq,Kk isi bukunya apa?,0,2023-04-10T22:20:32Z
P-CS6RVU7ic,@iisfitriasih3327,Kak cara bisa dimentorin metor 1% Gimna ya caranya?,0,2023-04-09T14:59:40Z
P-CS6RVU7ic,@davidhysteric,saya pengen konsultasi tp saya tidak punya banyak uang,0,2023-04-07T18:18:17Z
P-CS6RVU7ic,@inmyownonlyme,GW BUTUH INI DARI DULUUUUU 😭😭😭😭 TP GW SADAR DULU SE GAPTEK ITUUUU. THX 1% YG SUSAH ITU KOMMIT DAN DISIPLIN 😭😭😭,0,2023-03-30T15:16:33Z
P-CS6RVU7ic,@mamanbuzarman9859,I will try. Thsnks,0,2023-03-26T14:21:50Z
P-CS6RVU7ic,@hasnahsutrisno,"Bukunya b Inggris ya bg , yg bahasa Indonesia nya ada gak ?",0,2023-03-25T13:16:26Z
P-CS6RVU7ic,@karima_khoirunnisa,"mengatur waktu itu gampang2 susah, tapi yg lebih susah lagi adalah BERKOMITMEN & DISIPLIN terhadap peraturan waktu yg udah dibuat",18,2023-03-20T08:01:48Z
P-CS6RVU7ic,@fudhailhulwun_dh1010,Kalo misalkan kita nggak ada waktu tetap untuk kegiatan tertentu? Krna kegiatannya mendadak seringnya.. gimana? Jujur saya ini sangat kesulitan lo,0,2023-03-13T04:12:11Z
P-CS6RVU7ic,@rahman9418,"bang bagaimana dengan situasi kondisi yang bikin jadwal kita berantakan, misal maaf2 ya sakit, kecelakaan, kerabat ada problem dan membutuhkan kita, atau hal2 yang tidak terduga lainnya, yang dapat menghancurkan jadwal yang sudah kita buat ? itu juga harus di perhitungkan, hal2 yang dapat membuat jadwal yang kita bikin itu berantakan, dan kadang hal tersebut dapat merusak mood dari kita, sehingga itu dapat mengganggu jadwal tersebut",0,2023-03-07T13:36:12Z
P-CS6RVU7ic,@nanadiana7644,Udh 47 THN SDH ga ada yg bisa ku perbuat..rasanya udah terlmbat..,0,2023-03-07T12:56:17Z
